name,lat,lng,category,Status,Area,Amount of waste disposed,Annual capacity,Population served
COASTAL PLAINS LANDFILL,29.4238619473383,-95.1952028274536,Sanitary Landfills,Active,297.1,11738042.0,550406,We need your support
GALVESTON COUNTY LANDFILL,29.3756307409657,-95.0557279586791,Sanitary Landfills,Active,135.1,7822500.0,295373,We need your support
McCARTY ROAD LANDFILL,29.8299177802639,-95.2417874336242,Sanitary Landfills,Active,118.0,47000000.0,1769957,2099451
ATASCOCITA LANDFILL,29.9538190640738,-95.2401781082153,Sanitary Landfills,Active,125.5,9628700.0,934020,We need your support
CARATUNKS FORKS WEST FORKS LANDFILL,45.36960441111844,-70.02524614334106,Sanitary Landfills,Inactive,1.2,13900.0,1400,We need your support
CROSSROADS LANDFILL,44.711427119775,-69.8500871658325,Sanitary Landfills,Active,181.3,6804464.0,298606,We need your support
SHORT MOUNTAIN LANDFILL,43.960202121867,-122.999732494354,Sanitary Landfills,Active,25.0,3410000.0,229836,We need your support
TRI-CITIES LANDFILL AZ,33.4813886173321,-111.820735931396,Sanitary Landfills,Inactive,80.0,11500000.0,We need your suppo,We need your support
CITY OF LOGAN SANITARY LANDFILL,41.7314830163555,-111.87485218048,Sanitary Landfills,Active,34.4,1400000.0,86000,112656
MILNER BUTTE LANDFILL,42.4634704290278,-114.005277156829,Sanitary Landfills,Active,46.5,2168426.0,190791,We need your support
BOUNTIFUL CITY SANITARY LANDFILL,40.9126369310549,-111.919226646423,Sanitary Landfills,Active,40.5,2171531.0,33667,We need your support
DAVIS COUNTY LANDFILL,41.1138914386227,-111.931285858154,Sanitary Landfills,Active,10.1,4309000.0,150000,We need your support
FIGHTING CREEK FARM LANDFILL,47.534088222558424,-116.93462491035461,Sanitary Landfills,Active,27.5,1000000.0,105000,We need your support
IRON COUNTY LANDFILL,37.7180471697835,-113.229346275329,Sanitary Landfills,Active,13.8,44962.0,54220,3792621
MILLAD COUNTY LANDFILL,39.3232888212659,-112.466515302658,Sanitary Landfills,Active,32.4,67650.0,6150,We need your support
RICH COUNTY LANDFILL,41.7801129122144,-111.153466701507,Sanitary Landfills,Active,36.4,40688.0,2543,We need your support
SALT LAKE VALLEY LANDFILL,40.7466067095612,-112.042865753173,Sanitary Landfills,Active,184.1,11000000.0,915428,1048985
TRANS-JORDAN LANDFILL,40.5580259166068,-112.055826187133,Sanitary Landfills,Active,30.8,7272671.0,284286,We need your support
WASHINGTON COUNTY LANDFILL,37.1420166270992,-113.44735622406,Sanitary Landfills,Active,25.1,1292000.0,151003,We need your support
PAROS LANDFILL,37.04944482,25.16027954,Sanitary Landfills,Active,10.5,90000.0,9054,15955
FOLEGANDROS LANDFILL,36.6192994037619,24.9331068992614,Sanitary Landfills,Active,2.71,5400.0,453,766
AMORGOS LANDFILL,36.8011539546126,25.8727437257766,Sanitary Landfills,Active,2.2,8500.0,1476,2135
SYROS LNADFILL,37.4701816,24.9432547,Sanitary Landfills,Active,11.4,84000.0,13600,22723
ANTHEMOUNTAS LANDFILL,Â 40.397297222,23.2090444444,Sanitary Landfills,Active,7.2,420000.0,38500,32303
SERRES LANDFILL,41.1881912,23.4396161,Sanitary Landfills,Active,66.5,10000.0,86193,176050
SKYROS LANDFILL,38.8751647292678,24.5325994491577,Sanitary Landfills,Active,1.85,4000.0,817,2960
THIVA LANDFILL,38.3343516910602,23.381609916687,Sanitary Landfills,Active,12.0,320000.0,43000,80000
XEROLAKKAS LANDFILL,38.2410789179081,21.7883348464965,Sanitary Landfills,Active,40.0,1500000.0,120000,215000
ARTA LANDFILL,39.1970413141844,21.0106658935546,Sanitary Landfills,Active,9.45,210000.0,32780,94623
IOANNINA LANDFILL,39.5580594708524,20.9459066390991,Sanitary Landfills,Active,12.2,269000.0,54780,170239
PARAMITHIAS LANDFILL,39.3875524435869,20.4960465431213,Sanitary Landfills,Active,7.9,315000.0,42500,62127
KOZANI LANDFILL,40.453609140323,21.81884765625,Sanitary Landfills,Active,32.7,950000.0,120000,282120
NOTIA CHIOS LANDFILL,38.26296878,26.00476478,Sanitary Landfills,Active,8.6,212000.0,15000,40485
ARGALASTI LANDFILL,39.2584759692605,23.2365131378173,Sanitary Landfills,Active,1.7,20000.0,6000,16150
VOLOS LANDFILL,39.38999064,22.86401633,Sanitary Landfills,Active,24.6,1500000.0,120000,We need your support
LARISA LANDFILL,39.79679734,22.42535105,Sanitary Landfills,Active,150.0,1400000.0,120000,300000
SAGE FLAT LANDFILL,38.8378189679076,-111.900022029876,Sanitary Landfills,Active,18.6,70200.0,25358,We need your support
TREE MILE CANYON LANDFILL,40.7581477594302,-111.405057907104,Sanitary Landfills,Active,9.3,358896.0,37932,We need your support
BAYVIEW LANDFILL,40.0362072469731,-111.968085765838,Sanitary Landfills,Active,27.9,1100000.0,122369,We need your support
PAYSON CITY LANDFILL,40.0379199290223,-111.802676618099,Sanitary Landfills,Active,12.1,616029.0,10149,We need your support
SANDY RUN LANDFILL,40.1321004037190,-78.1946754455566,Sanitary Landfills,Active,24.7,1571823.0,215925,We need your support
CONESTOGA LANDFILL,40.1779306303416,-75.9087145328521,Sanitary Landfills,Active,183.7,21386836.0,1596400,We need your support
PIONEER CROSSING LANDFILL,40.275965090198,-75.8115863800048,Sanitary Landfills,Active,64.5,6590367.0,371947,We need your support
WESTERN BERKS REFUSE AUTHORITY LANDFILL,40.3003778898483,-75.9086823463439,Sanitary Landfills,Active,80.9,895629.0,109149,We need your support
NORTHERN TIER LANDFILL 2,41.7773926602366,-76.6308188438415,Sanitary Landfills,Active,51.8,2219222.0,123919,We need your support
GROWS NORTH LANDFILL,40.1607550944712,-74.7751808166503,Sanitary Landfills,Active,50.2,2543964.0,1233523,We need your support
TULLYTOWN LANDFILL,40.131066,-74.8056383,Sanitary Landfills,Active,122.5,35839710.0,1557393,We need your support
SENECA LANDFILL,40.8149602285982,-80.0739705562591,Sanitary Landfills,Active,242.8,3595447.0,406550,We need your support
SECCRA LANDFILL,39.8653642246128,-75.8473348617553,Sanitary Landfills,Active,121.4,1921937.0,115000,102546
WAYNE TOWNSHIP LANDFILL,41.1616091119912,-77.343932390213,Sanitary Landfills,Active,30.4,2462482.0,154444,We need your support
CUMBERLAND COUNTY LANDFILL,40.136013047317,-77.5037598609924,Sanitary Landfills,Active,76.5,5698746.0,468906,We need your support
DAUPHIN MEADOWS LANDFILL,40.5551566291509,-76.8705654144287,Sanitary Landfills,Inactive,100.4,13809980.0,145.471,We need your support
VEOLIA ES GREENTREE LANDFILL,41.2863848631815,-78.6535692214965,Sanitary Landfills,Active,936.0,17407097.0,1099000,We need your support
MOUNTAIN VIEW LANDFILL,39.7873349546254,-77.7985668182373,Sanitary Landfills,Active,303.5,7389135.0,286018,We need your support
EVERGREEN LANDFILL,40.4930782093472,-79.1365814208984,Sanitary Landfills,Active,125.9,1858447.0,120991,We need your support
ALLIANCE LANDFILL,41.4024530060754,-75.7367742061614,Sanitary Landfills,Active,60.7,20666464.0,451508,We need your support
KEYSTONE SANITARY LANDFILL,41.4249982305183,-75.5883353948593,Sanitary Landfills,Active,291.4,21521068.0,1159320,We need your support
FREY FARM LANDFILL,39.9562401,-76.4563591,Sanitary Landfills,Active,38.8,5299027.0,331228,We need your support
LANCHESTER LANDFILL,40.1118486688809,-75.9444630146026,Sanitary Landfills,Active,64.8,11922743.0,298181,400000
GREATER LEBANON REFUSE AUTHORITY LANDFILL,40.3661494858851,-76.4876586198806,Sanitary Landfills,Active,61.9,1619609.0,99798,We need your support
LYCOMING COUNTY LANDFILL,41.154908674374,-76.9155192375183,Sanitary Landfills,Active,49.8,8363397.0,290674,We need your support
McKEAN LANDFILL,41.6663320451383,-78.6370696127414,Sanitary Landfills,Active,93.1,1846926.0,102674,We need your support
POTTSTOWN LANDFILL,40.2752693230528,-75.6627559661865,Sanitary Landfills,Inactive,122.6,10586848.0,760236,We need your support
BETHLEHEM LANDFILL,40.6247103232526,-75.3114187717437,Sanitary Landfills,Active,20.6,4452043.0,375000,We need your support
GRAND CENTRAL,40.8538773740171,-75.2603816986083,Sanitary Landfills,Active,182.1,11293057.0,203490,We need your support
COMMONWEALTH ENVIRONMENTAL SYSTEMS LANDFILL,40.6732987121874,-76.3794636726379,Sanitary Landfills,Active,95.1,5564197.0,464068,We need your support
MOSTOLLER LANDFILL,39.9710441261775,-78.9924126863479,Sanitary Landfills,Active,112.5,4397549.0,408800,We need your support
ARDEN LANDFILL,40.2115804332792,-80.2706730365753,Sanitary Landfills,Active,175.6,4862968.0,341168,We need your support
VALLEY LANDFILL,40.3880536562467,-79.672508239746,Sanitary Landfills,Active,195.0,5921742.0,261921,We need your support
MODERN LANDFILL,39.9575541950869,-76.595435142517,Sanitary Landfills,Active,91.9,20701246.0,1115552,We need your support
LAKE VIEW LANDFILL,42.0603178710918,-80.01469373703,Sanitary Landfills,Active,212.9,20683552.0,348992,We need your support
MERIDA LANDFILL,20.9696948911857,-89.7119092941284,Sanitary Landfills,Inactive,19.0,2329200.0,220000,797000
CUMBERS LANDFILL,21.705323114702,-102.273445129394,Sanitary Landfills,Inactive,7.0,1627000.0,We need your suppo,We need your support
SAN NICOLAS LANDFILL,22.0052890673216,-102.366099357604,Sanitary Landfills,Inactive,16.0,3253700.0,310250,We need your support
EL GUANCO,-34.8247318,-71.182942,Sanitary Landfills,Active,71.1,988045.0,156169,We need your support
SIMEPRODE,25.8610572,-100.2987814,Sanitary Landfills,Active,105.0,1500000.0,1500,We need your support
CTR-PE,Â -7.71080277778,-34.9453888889,Sanitary Landfills,Active,85.0,570407.0,540000,We need your support
PICHACAY,-2.96466388889,-78.9292055556,Sanitary Landfills,Active,16.0,522082.0,114782,We need your support
LOJA,-4.0288718,-79.221158,Sanitary Landfills,Active,47.9,292978.0,30000,We need your support
FAIRMEAD SOLID WASTE DISPOSAL SITE,37.06417465049198,-120.19776184111834,Sanitary Landfills,Active,20.0,1200000.0,133000,We need your support
REDWOOD SANITARY LANDFILL,38.16592409008451,-122.56513752043247,Sanitary Landfills,Active,85.0,1000000.0,349814,We need your support
MARIPOSA COUNTY SANITARY LANDFILL,37.50432,-120.0058,Sanitary Landfills,Active,23.75,720000.0,11331,We need your support
BILLY WRIGHT DISPOSAL SITE,37.03930887478571,-120.97277004271746,Sanitary Landfills,Active,16.1,529000.0,61515,We need your support
ALTURAS SANITARY LANDFILL,41.460923306764855,-120.56326109915972,Sanitary Landfills,Active,11.1,33872.0,6000,We need your support
FRANK R. BOWERMAN SANITARY LANDFILL,33.71968557995889,-117.69934633746743,Sanitary Landfills,Active,216.1,31000000.0,2059859,We need your support
OLINDA ALPHA SANITARY LANDFILL,33.94107804141585,-117.83490970730782,Sanitary Landfills,Active,170.0,48250000.0,2013203,We need your support
PRIMA DESHECHA SANITARY LANDFILL,33.48631828770583,-117.62269098311663,Sanitary Landfills,Active,282.9,11090000.0,799363,We need your support
SANTIAGO CANYON SANITARY LANDFILL,33.78224727943482,-117.73341491818428,Sanitary Landfills,Inactive,45.7,17100000.0,1986,We need your support
PORTOLA LANDFILL,39.823994308359545,-120.44870294630527,Sanitary Landfills,Inactive,12.5,135000.0,750,We need your support
BADLANDS DISPOSAL SITE,33.95517736736428,-117.11928762495518,Sanitary Landfills,Active,442.3,4081500.0,545970,We need your support
BLYTHE DISPOSAL SITE,33.705865462203015,-114.62750036269426,Sanitary Landfills,Active,31.6,455000.0,26040,We need your support
DESERT CENTER LANDFILL,33.86122017017705,-115.48000730574131,Sanitary Landfills,Inactive,2.8,23000.0,43,We need your support
EDOM HILL DISPOSAL SITE,33.88195806814141,-116.43768467009068,Sanitary Landfills,Inactive,59.9,6100000.0,483228,We need your support
EL SOBRANTE SANITARY LANDFILL,33.7993863730843,-117.46844686567783,Sanitary Landfills,Active,200.3,12500000.0,2173216,2239620
LAMB CANYON DISPOSAL SITE,33.88270457858794,-116.99767425656319,Sanitary Landfills,Active,55.4,9202200.0,548839,We need your support
MECCA LANDFILL II,33.571434882365324,-116.00417096167803,Sanitary Landfills,Inactive,7.7,72000.0,2864,We need your support
OASIS DISPOSAL SITE,33.4397482960572,-116.08129419386387,Sanitary Landfills,Active,13.0,100000.0,We need your suppo,We need your support
KIEFER LANDFILL,38.523952938876405,-121.18866641074419,Sanitary Landfills,Active,242.8,23000000.0,744970,We need your support
L AND D LANDFILL COMPANY,38.52798179333189,-121.37754756957293,Sanitary Landfills,Active,64.7,1453000.0,222671,We need your support
JOHN SMITH ROAD SOLID WASTE DISPOSAL SITE,36.82372211346378,-121.32586676627398,Sanitary Landfills,Active,26.3,666000.0,94647,We need your support
BARSTOW SANITARY LANDFILL,34.83518592766876,-117.0197669416666,Sanitary Landfills,Active,19.0,2042000.0,91375,We need your support
COLTON SANITARY LANDFILL,34.04630265006304,-117.34351594001055,Sanitary Landfills,Active,33.2,4427243.0,386033,We need your support
CALIFORNIA STREET LANDFILL,35.77470092584792,-120.73509849607944,Sanitary Landfills,Active,26.3,960000.0,60612,We need your support
FORT IRWIN SANITARY LANDFILL,35.26635547976806,-116.66602212935686,Sanitary Landfills,Active,186.2,7577621.0,6809,We need your support
LANDERS SANITARY LANDFILL,34.24076463298778,-116.3709469512105,Sanitary Landfills,Active,17.8,2116000.0,107398,We need your support
MID-VALLEY SANITARY LF,34.143189177216186,-117.42924369871616,Sanitary Landfills,Inactive,201.5,15201000.0,684319,We need your support
SAN TIMOTEO SANITARY LANDFILL,34.014708960958174,-117.21474006772041,Sanitary Landfills,Active,46.1,6844500.0,213155,We need your support
VICTORVILLE SANITARY LANDFILL,34.59145809523866,-117.26882614195347,Sanitary Landfills,Active,27.1,9000000.0,422375,We need your support
BONSALL LANDFILL,33.24530890683707,-117.17954713851213,Sanitary Landfills,Inactive,18.6,1800000.0,We need your suppo,We need your support
LAS PULGAS LANDFILL,33.36698489640834,-117.42319263517857,Sanitary Landfills,Active,36.0,750000.0,34732,We need your support
OTAY LANDFILL,32.604307138773954,-117.00691848993301,Sanitary Landfills,Active,93.1,19892000.0,1532000,We need your support
RAMONA LANDFILL,33.08495826776473,-116.86322048306465,Sanitary Landfills,Inactive,32.3,947800.0,81427,We need your support
SAN ONOFRE LANDFILL,33.39769554486518,-117.54054464399815,Sanitary Landfills,Active,11.5,238200.0,1758,We need your support
SYCAMORE SANITARY LANDFILL,32.85894151176517,-117.02495533972979,Sanitary Landfills,Active,131.1,12761300.0,925482,We need your support
WEST MIRAMAR SANITARY LANDFILL,32.85449579303816,-117.16457203030586,Sanitary Landfills,Active,192.7,42200000.0,1100000,We need your support
"FOOTHILL SANITARY LANDFILL, INC",38.03617557742173,-120.93362487852573,Sanitary Landfills,Active,323.7,2460000.0,221326,We need your support
NORTH COUNTY RECYCLING CENTER AND SANITARY LANDFILL,38.09604656745643,-121.10288299620152,Sanitary Landfills,Active,129.5,3480000.0,146011,We need your support
CAMP ROBERTS SOLID WASTE DISPOSAL SITE,35.7758847346176,-120.73411144316196,Sanitary Landfills,Active,34.4,865443.0,We need your suppo,We need your support
CHICAGO GRADE LANDFILL,35.52365983471626,-120.63068110495806,Sanitary Landfills,Active,30.9,444000.0,84234,We need your support
CITY OF PASO ROBLES LANDFILL,35.663379109551656,-120.53198017179966,Sanitary Landfills,Active,26.3,870000.0,49647,We need your support
COLD CANYON LANDFILL SOLID WASTE DISPOSAL SITE,35.18895954475147,-120.59517301619053,Sanitary Landfills,Active,35.6,2254575.0,155688,We need your support
HILLSIDE SOLID WASTE DISPOSAL SITE,37.683250647578994,-122.44309265166521,Sanitary Landfills,Inactive,22.2,930000.0,38565,We need your support
TAJIGUAS SANITARY LANDFILL,34.47928252523985,-120.12663200497627,Sanitary Landfills,Active,47.8,8000000.0,240673,We need your support
VANDENBERG AIR FORCE BASE LANDFILL,34.71959466200696,-120.52446562796831,Sanitary Landfills,Active,87.8,896374.0,8482,We need your support
GUADALUPE SANITARY LANDFILL,37.21329130782625,-121.90012134611607,Sanitary Landfills,Active,46.5,7100000.0,176154,We need your support
KIRBY CANYON RECYCLING AND DISPOSAL FACILITY,37.1847478357845,-121.67114652693272,Sanitary Landfills,Active,125.9,3800000.0,277511,We need your support
ZANKER ROAD (NINE PAR) SANITARY LANDFILL,37.433412848677044,-121.95653356611729,Sanitary Landfills,Active,18.6,1000000.0,13362,We need your support
SANTA CRUZ CITY SANITARY LANDFILL,36.976465168202495,-122.10607208311558,Sanitary Landfills,Active,27.1,3024722.0,55880,We need your support
WATSONVILLE CITY SOLID WASTE DISPOSAL SITE,36.91435173843327,-121.82495076209307,Sanitary Landfills,Active,19.4,1000000.0,37935,We need your support
LOYALTON LANDFILL,39.66960311730171,-120.21878398954868,Sanitary Landfills,Active,4.2,56400.0,2376,We need your support
YREKA SOLID WASTE LANDFILL,41.700488361217396,-122.59781755506992,Sanitary Landfills,Active,64.7,200000.0,8254,We need your support
"HAY ROAD LANDFILL, INC.",38.314082155903044,-121.83759368956089,Sanitary Landfills,Active,103.6,1416000.0,150000,We need your support
POTRERO HILLS SANITARY LANDFILL,38.21183125738894,-121.97876371443272,Sanitary Landfills,Active,234.7,4514000.0,940000,We need your support
BONZI SANITARY LANDFILL,37.606725870648575,-121.03852707892656,Sanitary Landfills,Active,51.8,1800000.0,11619,We need your support
RED BLUFF LANDFILL,40.1960189114616,-122.29625780135393,Sanitary Landfills,Active,21.9,1872178.0,41854,We need your support
TEAPOT DOME DISPOSAL SITE,36.02175167803724,-119.10531956702471,Sanitary Landfills,Inactive,49.3,1614000.0,63745,We need your support
VISALIA DISPOSAL SITE,36.393718734920945,-119.39030326902866,Sanitary Landfills,Inactive,89.8,4000000.0,109479,We need your support
WOODVILLE DISPOSAL SITE,36.15121383512651,-119.23137500882149,Sanitary Landfills,Inactive,61.7,2500000.0,56350,We need your support
SIMI VALLEY LANDFILL,34.29351084112047,-118.7945095449686,Sanitary Landfills,Active,148.9,12442740.0,834819,We need your support
TOLAND ROAD SANITARY LANDFILL,34.40303082883114,-118.99792827665806,Sanitary Landfills,Active,37.0,2700000.0,379733,We need your support
YOLO COUNTY CENTRAL LANDFILL,38.592790139012635,-121.69103343039751,Sanitary Landfills,Active,191.4,5757000.0,188199,We need your support
CITY OF LOMPOC SANITARY LANDFILL,34.62826256168991,-120.48174776136875,Sanitary Landfills,Active,15.8,1056000.0,43525,We need your support
CITY OF SANTA MARIA REFUSE DISPOSAL SITE,34.95261295884142,-120.38245875388384,Sanitary Landfills,Active,117.3,1651000.0,129924,We need your support
BIZERTE,37.26950995019521,9.77835338562727,Sanitary Landfills,Active,7.0,500000.0,100000,513000
GABÈS,33.92346409284154,10.004517249763012,Sanitary Landfills,Active,30.0,325000.0,65000,254000
DJERBA GUELLALA,33.697127158920516,10.895504169166088,Sanitary Landfills,Inactive,27.0,225000.0,45000,156000
MÉDENINE,33.391029465302815,10.7546965777874,Sanitary Landfills,Active,41.0,220000.0,55000,211000
JERICHO SANITARY LANDFILL FILL  1,31.84497160030045,35.502102579921484,Sanitary Landfills,Active,1.03,64000.0,11500,40805
NAAMEH,33.7532269965334,35.49902759492397,Sanitary Landfills,Active,360.0,10000000.0,1000000,2500000
BSALIM,33.893991343354806,35.60492556542158,Sanitary Landfills,Active,35.0,700000.0,44000,2500000
ZAHLE,33.798156016953115,35.91481290757656,Sanitary Landfills,Active,120.0,500000.0,55000,180000
FES DISPOSAL SITE,34.0046803232416,-4.93208885192871,Sanitary Landfills,Active,110.0,2500000.0,303869,1095000
TAPUHIA LANDFILL,-21.18421169,-175.1875377,Sanitary Landfills,Active,5.3,78624.0,We need your suppo,We need your support
CROW WING COUNTY SANITARY LANDFILL,46.434824015559705,-94.08104337751865,Sanitary Landfills,Active,9.1,720000.0,43000,We need your support
KANDIYOHI COUNTY SANITARY LANDFILL,45.27453772273885,-95.01264967024326,Sanitary Landfills,Active,129.5,1300000.0,27000,We need your support
LYON COUNTY SANITARY LANDFILL,44.347199038638095,-95.90262372046709,Sanitary Landfills,Active,40.1,800000.0,36902,We need your support
PINE BEND LANDFILL,44.781026391837464,-93.05603183805943,Sanitary Landfills,Active,148.1,18362736.0,315926,We need your support
WLSSD SANITARY LANDFILL,46.85445244587217,-92.16116108000278,Sanitary Landfills,Active,34.4,2400000.0,66726,We need your support
SPRUCE RIDGE LANDFILL,44.815513716799096,-94.24637474119663,Sanitary Landfills,Active,218.5,2920000.0,100000,We need your support
GHABAWI,31.93380812656,36.18673324585,Sanitary Landfills,Active,140.0,9000000.0,1000000,3400000
OLMSTED COUNTY/KALMAR LANDFILL,44.044489807823304,-92.5882975012064,Sanitary Landfills,Active,64.7,310640.0,We need your suppo,We need your support
BLACK HAWK COUNTY SANITARY LANDFILL (AREA E),42.41623175561627,-92.32790865004063,Sanitary Landfills,Active,129.5,1821820.0,170956,We need your support
DES MOINES METRO PARK EAST SANITARY LANDFILL,41.597309120991156,-93.34419563412666,Sanitary Landfills,Active,202.3,22213605.0,531017,We need your support
IOWA CITY LANDFILL AND RECYCLING CENTER,41.64815853732657,-91.62725128233433,Sanitary Landfills,Active,56.7,3000000.0,119714,We need your support
AWABA LANDFILL,-33.0240291605019,151.552539467811,Sanitary Landfills,Active,23.5,5891781.0,100000,We need your support
CITY OF WICHITA FALLS LANDFILL,33.883703812400675,-98.66506733000278,Sanitary Landfills,Active,60.7,4073200.0,190000,We need your support
CITY OF FORT SMITH LANDFILL,35.29540421349599,-94.36399295926094,Sanitary Landfills,Active,80.9,5000000.0,257910,We need your support
ECO-VISTA LLC,36.13952882925534,-94.25584394484758,Sanitary Landfills,Active,44.5,3500000.0,316149,We need your support
JEFFERSON COUNTY LANDFILL,34.34543640175405,-92.1907726675272,Sanitary Landfills,Active,26.7,780000.0,100000,We need your support
OZARK RIDGE LANDFILL,35.092731336205105,-93.20617988705635,Sanitary Landfills,Active,26.7,1867055.0,103460,We need your support
CRAIGHEAD COUNTY SOLID WASTE DISPOSAL AUTHORITY LANDFILL,35.713223124488835,-90.68349994719028,Sanitary Landfills,Active,120.2,1400000.0,125000,We need your support
UNION COUNTY RECYCLING AND DISPOSAL FACILITY,33.31907053508505,-92.68520671874285,Sanitary Landfills,Active,30.4,2400000.0,104000,We need your support
CITY OF CONWAY LANDFILL,35.11906281333105,-92.5067026913166,Sanitary Landfills,Active,50.6,5027000.0,53916,60000
CITY OF HELENA - WEST HELENA REGIONAL LANDFILL,34.56741335976169,-90.62584318220615,Sanitary Landfills,Active,14.8,1026000.0,39019,We need your support
SANDTOWN LANDFILL,39.04018318339765,-75.72658851742744,Sanitary Landfills,Active,43.9,4166232.0,135173,We need your support
CHERRY ISLAND LANDFILL,39.72874093329103,-75.51668085157871,Sanitary Landfills,Active,131.0,11846407.0,449599,We need your support
PIGEON POINT LANDFILL,39.69861780070184,-75.53108531981707,Sanitary Landfills,Inactive,48.6,4545000.0,We need your suppo,We need your support
JONES CROSSROADS LANDFILL,38.59047487688768,-75.44419683516026,Sanitary Landfills,Active,91.0,4558532.0,245969,We need your support
SHELTON LANDFILL,41.26032217793087,-73.0930582433939,Sanitary Landfills,Inactive,17.0,2000000.0,We need your suppo,We need your support
BRISTOL LANDFILL,41.64844790074313,-72.9181631281972,Sanitary Landfills,Inactive,22.7,65000.0,5000,We need your support
NEW MILFORD LANDFILL,41.549600783045165,-73.42727020382881,Sanitary Landfills,Inactive,64.3,6700000.0,566000,We need your support
PINELAND PARK LANDFILL,39.35705528082583,-74.6115167811513,Sanitary Landfills,Inactive,54.2,882917.0,499133,We need your support
KINGSLAND PARK SANITARY LANDFILL,40.79126279741662,-74.11107458174229,Sanitary Landfills,Inactive,60.7,9700000.0,1300000,We need your support
NJMC 1-E LANDFILL,40.77377882633364,-74.11949470639229,Sanitary Landfills,Inactive,165.5,53000000.0,404000,We need your support
KINSLEY'S LANDFILL,39.79239522649292,-75.10454334318638,Sanitary Landfills,Inactive,56.7,7259985.0,We need your suppo,We need your support
KEARNY 1-D LF,40.74666284495525,-74.12720639258623,Sanitary Landfills,Inactive,37.9,11997600.0,1350000,We need your support
BURLINGTON COUNTY SANITARY LANDFILL,40.075993657889526,-74.76001460105181,Sanitary Landfills,Active,49.4,3875822.0,395191,We need your support
CAPE MAY COUNTY SANITARY LANDFILL,39.23560736042932,-74.78948906064034,Sanitary Landfills,Active,37.6,4000000.0,174332,We need your support
"MONMOUTH COUNTY LANDFILL - PHASES I, II AND III",40.24341112677489,-74.11546904593706,Sanitary Landfills,Active,364.2,9381853.0,478872,We need your support
WARREN COUNTY LANDFILL,40.82624483840748,-75.01857116818428,Sanitary Landfills,Active,8.9,960000.0,196110,We need your support
AMHERST LANDFILL,42.3532112020485,-72.4825334510955,Sanitary Landfills,Inactive,2.0,525096.0,36135,We need your support
GREENWOOD STREET LANDFILL,42.21825088895314,-71.79070629179478,Sanitary Landfills,Inactive,24.3,2000000.0,273750,We need your support
FITCHBURG-WESTMINSTER LANDFILL,42.53426437567306,-71.84854343533516,Sanitary Landfills,Active,16.2,4254300.0,379344,We need your support
GLENDALE ROAD LANDFILL,42.29411823512165,-72.71486677229404,Sanitary Landfills,Inactive 2012,20.2,1788873.0,49459,We need your support
SOUTH HADLEY LANDFILL,42.21995124051637,-72.55816139280796,Sanitary Landfills,Inactive 2013,16.2,1300000.0,156000,We need your support
MORETOWN LANDFILL,44.31185638559246,-72.70263589918613,Sanitary Landfills,Active,81.7,1950000.0,150000,We need your support
THREE RIVERS REGIONAL SUBTITLE D MSW LANDFILL,33.260501720256165,-81.73453956842422,Sanitary Landfills,Active,121.4,2890700.0,262294,We need your support
BEES FERRY ROAD SUBTITLE D LANDFILL,32.82309417499978,-80.10819351513595,Sanitary Landfills,Active,126.3,311965.0,147479,We need your support
GEORGETOWN COUNTY LANDFILL,33.455718703937634,-79.3153540045023,Sanitary Landfills,Inactive,9.7,971000.0,80000,We need your support
GEORGETOWN COUNTY SUBTITLE D LANDFILL,33.45584402062148,-79.32131923735142,Sanitary Landfills,Active,16.2,208565.0,49718,We need your support
"ENOREE LANDFILL, PHASE II",34.807774779505074,-82.18247249722481,Sanitary Landfills,Inactive,28.3,2573786.0,145802,We need your support
TWIN CHIMNEYS LANDFILL,34.541168330119135,-82.31177642941475,Sanitary Landfills,Active,364.2,575000.0,225000,We need your support
RICHLAND COUNTY LANDFILL,34.10604491950311,-80.77815368771553,Sanitary Landfills,Active,40.5,15250000.0,799602,We need your support
PALMETTO LANDFILL,34.932241897597514,-82.07754448056221,Sanitary Landfills,Inactive 2013,79.3,19537406.0,820700,We need your support
AUSTIN QUARTER SWM FACILITY,35.932981407184364,-79.29388359189034,Sanitary Landfills,Active,36.4,1000100.0,82929,We need your support
BUNCOMBE COUNTY LANDFILL (NEW),35.72724702844148,-82.63556398451328,Sanitary Landfills,Active,222.6,1746706.0,116919,We need your support
CHARLOTTE MOTOR SPEEDWAY LANDFILL,35.35509961241753,-80.6663766503334,Sanitary Landfills,Active,295.0,4500000.0,1080396,We need your support
FOOTHILLS ENVIRONMENTAL LANDFILL,35.91630025993689,-81.59513309597969,Sanitary Landfills,Active,16.2,1030500.0,219353,We need your support
GASTON COUNTY LANDFILL,35.38638932877758,-81.17399610579014,Sanitary Landfills,Active,129.5,2457578.0,119234,We need your support
CITY OF GREENSBORO LANDFILL,36.10736773741549,-79.73148263990879,Sanitary Landfills,Active,396.6,7616175.0,285068,We need your support
HAYWOOD COUNTY WHITE OAK LANDFILL,35.66412874316276,-82.99942173063755,Sanitary Landfills,Active,108.5,652700.0,57000,We need your support
NEW HANOVER COUNTY LANDFILL,34.32605225435343,-77.9899350553751,Sanitary Landfills,Active,278.8,4225252.0,125000,We need your support
ROBESON COUNTY LANDFILL,34.79022757415883,-78.90945632010698,Sanitary Landfills,Active,19.4,2200000.0,80588,We need your support
